	pred_ind	arg_ind	tokenized	label
548	19	17	At the same time the US remains oblivious of the serious problems and political fallout which the army is facing in its operations in Waziristan .	PATIENT
549	2	1	Afghan officials welcomed the appointment on October 3 of Lt. General Ashfaq Kiyani as the new ISI chief .	AGENT
550	2	4	Afghan officials welcomed the appointment on October 3 of Lt. General Ashfaq Kiyani as the new ISI chief .	FORCES
551	2	1	Pakistani officials claim there are as many as 42 RAW agents based in Kandahar and another 12 in Jalalabad .	AGENT
552	10	8	""" There have no business being there unless they are undermining Pakistan , '' says a Pakistani official ."	AGENT
553	10	11	""" There have no business being there unless they are undermining Pakistan , '' says a Pakistani official ."	PATIENT
554	14	17	""" There have no business being there unless they are undermining Pakistan , '' says a Pakistani official ."	AGENT
555	4	1	Both India and Afghanistan deny the claim .	AGENT
556	4	6	Both India and Afghanistan deny the claim .	FORCES
557	3	2	"'' Should Pakistan show us any evidence of an Indian hand using Afghan soil to work against our neighbours we will take it very seriously , "" says Amrullah Saleh the head of Afghanistan 's National Security Directorate ."	AGENT
558	3	4	"'' Should Pakistan show us any evidence of an Indian hand using Afghan soil to work against our neighbours we will take it very seriously , "" says Amrullah Saleh the head of Afghanistan 's National Security Directorate ."	AGENT
559	3	6	"'' Should Pakistan show us any evidence of an Indian hand using Afghan soil to work against our neighbours we will take it very seriously , "" says Amrullah Saleh the head of Afghanistan 's National Security Directorate ."	FORCES
560	27	29	"'' Should Pakistan show us any evidence of an Indian hand using Afghan soil to work against our neighbours we will take it very seriously , "" says Amrullah Saleh the head of Afghanistan 's National Security Directorate ."	AGENT
561	5	9	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	INSTRUMENT
562	21	13	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	AGENT
563	21	27	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	AGENT
564	28	4	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	MANNER
565	28	13	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	AGENT
566	28	30	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	NONE
567	32	36	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	AGENT
568	38	40	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	PATIENT
569	49	50	In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai .	AGENT
570	3	0	Iran in particular feared that Qanooni would loose and then be politically isolated from the mainstream .	PATIENT
571	7	5	Iran in particular feared that Qanooni would loose and then be politically isolated from the mainstream .	NONE
572	2	1	Iranian officials say they made no objections to Khan 's ouster because they want to strengthen Karzai 's campaign against warlords .	AGENT
573	15	18	Iranian officials say they made no objections to Khan 's ouster because they want to strengthen Karzai 's campaign against warlords .	FORCES
574	28	26	At a time of heightened tensions between Tehran and Washington over Iran 's nuclear weapons program and calls by neo-conservatives in Washington that a second Bush term should deal with Iran aggressively , the Iranians fear that Shindand could be used as a listening post , spying facility and even a launching pad for any future US actions against Iran .	FORCES
575	35	2	At a time of heightened tensions between Tehran and Washington over Iran 's nuclear weapons program and calls by neo-conservatives in Washington that a second Bush term should deal with Iran aggressively , the Iranians fear that Shindand could be used as a listening post , spying facility and even a launching pad for any future US actions against Iran .	NONE
576	35	34	At a time of heightened tensions between Tehran and Washington over Iran 's nuclear weapons program and calls by neo-conservatives in Washington that a second Bush term should deal with Iran aggressively , the Iranians fear that Shindand could be used as a listening post , spying facility and even a launching pad for any future US actions against Iran .	AGENT
577	2	1	Afghan officials say the Americans have moved over 100 Special Forces and helicopters to Shindand .	AGENT
578	6	4	Afghan officials say the Americans have moved over 100 Special Forces and helicopters to Shindand .	AGENT
579	6	10	Afghan officials say the Americans have moved over 100 Special Forces and helicopters to Shindand .	INSTRUMENT
580	17	18	'' We have a very small number of forces in Shindand with a few helicopters , '' says Barno .	AGENT
581	24	25	So far what they have done together has been good for us and that 's how we would like to keep it '' , says Karzai .	AGENT
582	12	4	In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	NONE
583	12	7	In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	AGENT
584	12	14	In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	AGENT
585	24	26	In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	PATIENT
586	31	28	In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	AGENT
587	5	1	Many Taliban living in Afghanistan voted for President Karzai .	AGENT
588	5	8	Many Taliban living in Afghanistan voted for President Karzai .	MANNER
589	1	0	Bush did no such thing .	AGENT
590	1	4	Bush did no such thing .	INSTRUMENT
591	1	0	He gave no service to anyone , risked nothing , and did not even slack off efficiently .	AGENT
592	1	3	He gave no service to anyone , risked nothing , and did not even slack off efficiently .	INSTRUMENT
593	1	5	He gave no service to anyone , risked nothing , and did not even slack off efficiently .	NONE
594	7	8	He gave no service to anyone , risked nothing , and did not even slack off efficiently .	NONE
595	2	1	"( Newsweek reported that Bush commanded his cabinet , "" Let heads roll ! "" )"	AGENT
596	5	4	"( Newsweek reported that Bush commanded his cabinet , "" Let heads roll ! "" )"	AGENT
597	5	7	"( Newsweek reported that Bush commanded his cabinet , "" Let heads roll ! "" )"	AGENT
598	12	11	"( Newsweek reported that Bush commanded his cabinet , "" Let heads roll ! "" )"	PATIENT
599	1	0	Bush has a sadistic streak .	AGENT
600	1	4	Bush has a sadistic streak .	NONE
601	2	1	But he suffers the severe effects of the aftermath , and we are all suffering along with him now , since he is the most powerful man in the world .	PATIENT
602	2	5	But he suffers the severe effects of the aftermath , and we are all suffering along with him now , since he is the most powerful man in the world .	FORCES
603	14	11	But he suffers the severe effects of the aftermath , and we are all suffering along with him now , since he is the most powerful man in the world .	PATIENT
604	14	17	But he suffers the severe effects of the aftermath , and we are all suffering along with him now , since he is the most powerful man in the world .	MANNER
605	2	0	"We all know by now that Bush did not even do his full service with the Texas Air National Guard , absenting himself to work on the Alabama senate campaign of Winton "" Red "" Blount ."	AGENT
606	2	4	"We all know by now that Bush did not even do his full service with the Texas Air National Guard , absenting himself to work on the Alabama senate campaign of Winton "" Red "" Blount ."	NONE
607	21	22	"We all know by now that Bush did not even do his full service with the Texas Air National Guard , absenting himself to work on the Alabama senate campaign of Winton "" Red "" Blount ."	AGENT
608	13	4	"This little - noted interview with Blount 's nephew Murph Archibald , which appeared on National Public Radio 's "" All Things Considered on March 30 , 2004 , gives a devastating insight into what it was like to have to suffer through Bush in that period ."	NONE
609	29	4	"This little - noted interview with Blount 's nephew Murph Archibald , which appeared on National Public Radio 's "" All Things Considered on March 30 , 2004 , gives a devastating insight into what it was like to have to suffer through Bush in that period ."	FORCES
610	29	32	"This little - noted interview with Blount 's nephew Murph Archibald , which appeared on National Public Radio 's "" All Things Considered on March 30 , 2004 , gives a devastating insight into what it was like to have to suffer through Bush in that period ."	INSTRUMENT
611	4	1	For weeks , reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there .	NONE
612	4	3	For weeks , reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there .	AGENT
613	4	5	For weeks , reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there .	NONE
614	4	7	For weeks , reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there .	NONE
615	24	22	For weeks , reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there .	AGENT
616	1	3	"There is one place in Alabama where Mr. Bush was present nearly every day : the headquarters in Montgomery of US Senate candidate Winton "" Red "" Blount ."	FORCES
617	4	3	NPR 's Wade Goodwyn has this report about Mr. Bush 's time on that campaign .	AGENT
618	4	6	NPR 's Wade Goodwyn has this report about Mr. Bush 's time on that campaign .	FORCES
619	6	2	Blount 's support of the party led him to be appointed Richard Nixon 's postmaster general .	FORCES
620	6	7	Blount 's support of the party led him to be appointed Richard Nixon 's postmaster general .	AGENT
621	4	3	In Washington , Blount became friends and tennis partners with Mr. Bush 's father , then Congressman Bush .	AGENT
622	1	0	That was how 26 - year - old Lieutenant Bush came to Montgomery , at his father 's urging . . .	FORCES
623	5	2	But throughout Alabama , there were Republicans and Democrats who wanted to help Red Blount .	NONE
624	5	6	But throughout Alabama , there were Republicans and Democrats who wanted to help Red Blount .	AGENT
625	1	0	Groom says this job helped Mr. Bush understand how even in a statewide Senate campaign , politics are local .	AGENT
626	7	6	Groom says this job helped Mr. Bush understand how even in a statewide Senate campaign , politics are local .	AGENT
627	1	0	Archibald says that in a campaign full of dedicated workers , Mr. Bush was not one of them .	AGENT
628	3	2	My overall impression was that he did n't seem as interested in the campaign as the other people who were working at the state headquarters .	INSTRUMENT
629	8	5	My overall impression was that he did n't seem as interested in the campaign as the other people who were working at the state headquarters .	AGENT
630	1	0	He dated a beautiful young woman working on the campaign .	AGENT
631	1	5	He dated a beautiful young woman working on the campaign .	AGENT
632	4	1	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	NONE
633	4	3	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	AGENT
634	4	6	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	NONE
635	8	7	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	AGENT
636	28	26	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	AGENT
637	28	29	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	INSTRUMENT
638	31	26	In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill .	AGENT
639	1	0	Archibald says Mr. Bush would come into the office and , in a friendly way , offer up stories about the drinking he 'd done the night before , kind of as a conversation starter .	AGENT
640	16	18	Archibald says Mr. Bush would come into the office and , in a friendly way , offer up stories about the drinking he 'd done the night before , kind of as a conversation starter .	INSTRUMENT
641	2	1	And I thought it was really unusual that someone in their mid-20s would initiate conversations , particularly in the context of something as serious as a US senatorial campaign , by talking about their drinking the night before .	AGENT
642	13	8	And I thought it was really unusual that someone in their mid-20s would initiate conversations , particularly in the context of something as serious as a US senatorial campaign , by talking about their drinking the night before .	AGENT
643	13	14	And I thought it was really unusual that someone in their mid-20s would initiate conversations , particularly in the context of something as serious as a US senatorial campaign , by talking about their drinking the night before .	FORCES
644	1	0	I thought it unusual and , frankly , inappropriate .	AGENT
645	1	2	I thought it unusual and , frankly , inappropriate .	NONE
646	7	4	The 99 - tonne cache of AK47s was to have been secretly flown out from a US base in Bosnia .	INSTRUMENT
647	8	0	Orders for the deal to go ahead were given by the US Department of Defense .	AGENT
648	8	12	Orders for the deal to go ahead were given by the US Department of Defense .	MANNER
649	4	2	But the work was contracted out via a complex web of private arms traders .	FORCES
650	4	9	But the work was contracted out via a complex web of private arms traders .	MANNER
651	1	4	It follows a separate probe claiming that thousands of guns meant for Iraq 's police and army instead went to al - Qaeda .	AGENT
652	5	4	"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault rifles ."	AGENT
653	15	13	"Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault rifles ."	NONE
654	6	3	But air traffic controllers in Baghdad have no record of the flights , which supposedly took off between July 2004 and July 2005 .	NONE
655	6	8	But air traffic controllers in Baghdad have no record of the flights , which supposedly took off between July 2004 and July 2005 .	INSTRUMENT
656	4	3	"A coalition forces spokesman confirmed they had not received "" any weapons from Bosnia "" and added they were "" not aware of any purchases for Iraq from Bosnia "" ."	AGENT
657	3	2	"A NATO spokesman said : "" There 's no tracking mechanism to ensure they do n't fall into the wrong hands ."	AGENT
658	16	13	"A NATO spokesman said : "" There 's no tracking mechanism to ensure they do n't fall into the wrong hands ."	INSTRUMENT
659	1	2	"There are concerns that some may have been siphoned off . """	NONE
660	8	4	"There are concerns that some may have been siphoned off . """	PATIENT
661	4	3	This year a newspaper claimed two UK firms were involved in a deal in which thousands of guns for Iraqi forces were re-routed to al - Qaeda .	AGENT
662	22	15	This year a newspaper claimed two UK firms were involved in a deal in which thousands of guns for Iraqi forces were re-routed to al - Qaeda .	AGENT
663	2	1	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	INSTRUMENT
664	2	5	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	NONE
665	2	12	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	NONE
666	2	15	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	NONE
667	2	19	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	NONE
668	6	9	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980 .	PATIENT
669	1	0	Investigators said the nun , Margaret Ann Pahl , 71 , was strangled and then stabbed , with nine wounds on her chest forming the shape of an inverted cross , a well - recognized Satanic symbol .	AGENT
670	12	3	Investigators said the nun , Margaret Ann Pahl , 71 , was strangled and then stabbed , with nine wounds on her chest forming the shape of an inverted cross , a well - recognized Satanic symbol .	PATIENT
671	23	19	Investigators said the nun , Margaret Ann Pahl , 71 , was strangled and then stabbed , with nine wounds on her chest forming the shape of an inverted cross , a well - recognized Satanic symbol .	FORCES
672	23	25	Investigators said the nun , Margaret Ann Pahl , 71 , was strangled and then stabbed , with nine wounds on her chest forming the shape of an inverted cross , a well - recognized Satanic symbol .	PATIENT
673	4	2	An altar cloth was draped over her half - naked body , which was posed as if she had been sexually assaulted .	INSTRUMENT
674	4	10	An altar cloth was draped over her half - naked body , which was posed as if she had been sexually assaulted .	NONE
675	14	10	An altar cloth was draped over her half - naked body , which was posed as if she had been sexually assaulted .	PATIENT
676	21	17	An altar cloth was draped over her half - naked body , which was posed as if she had been sexually assaulted .	PATIENT
677	7	5	""" It was about how he could humiliate her the most , "" prosecutor Dean Mandros said in closing arguments ."	AGENT
678	7	8	""" It was about how he could humiliate her the most , "" prosecutor Dean Mandros said in closing arguments ."	AGENT
679	16	15	""" It was about how he could humiliate her the most , "" prosecutor Dean Mandros said in closing arguments ."	AGENT
680	16	19	""" It was about how he could humiliate her the most , "" prosecutor Dean Mandros said in closing arguments ."	NONE
681	2	1	""" He left a message for everyone to see ... maybe to God himself . """	AGENT
682	2	4	""" He left a message for everyone to see ... maybe to God himself . """	INSTRUMENT
683	10	2	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	NONE
684	10	3	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	AGENT
685	10	13	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	NONE
686	34	36	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	PATIENT
687	44	43	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	AGENT
688	46	45	"After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """	PATIENT
689	3	0	Police and prosecutors have the tools .	AGENT
690	3	5	Police and prosecutors have the tools .	PATIENT
691	15	3	"At weekend press conferences in Salt Lake City and Phoenix , FBI and state officials said Jeffs "" is considered armed and dangerous and may be traveling with armed bodyguards . """	NONE
692	15	14	"At weekend press conferences in Salt Lake City and Phoenix , FBI and state officials said Jeffs "" is considered armed and dangerous and may be traveling with armed bodyguards . """	AGENT
693	19	16	"At weekend press conferences in Salt Lake City and Phoenix , FBI and state officials said Jeffs "" is considered armed and dangerous and may be traveling with armed bodyguards . """	AGENT
694	17	1	"An editorial in the church - owned Deseret Morning News in Salt Lake City earlier this year acknowledged that "" the state 's history , a conservative belief in free choice , and an unwillingness to stir up a hornet 's nest in the national media have likely all contributed to the kid - glove approach lawmakers and law - enforcement officers have taken when dealing with polygamous communities . """	NONE
695	36	41	"An editorial in the church - owned Deseret Morning News in Salt Lake City earlier this year acknowledged that "" the state 's history , a conservative belief in free choice , and an unwillingness to stir up a hornet 's nest in the national media have likely all contributed to the kid - glove approach lawmakers and law - enforcement officers have taken when dealing with polygamous communities . """	PATIENT
696	49	23	"An editorial in the church - owned Deseret Morning News in Salt Lake City earlier this year acknowledged that "" the state 's history , a conservative belief in free choice , and an unwillingness to stir up a hornet 's nest in the national media have likely all contributed to the kid - glove approach lawmakers and law - enforcement officers have taken when dealing with polygamous communities . """	PATIENT
697	2	5	""" There 's no tracking mechanism in place "" ?!?!?"	NONE
698	2	7	""" There 's no tracking mechanism in place "" ?!?!?"	NONE
699	1	0	i count like 14 explosive headlines .	AGENT
700	1	5	i count like 14 explosive headlines .	FORCES
701	1	3	It is the marrying off of young girls to older men often close relatives that enfurates me .	FORCES
702	15	3	It is the marrying off of young girls to older men often close relatives that enfurates me .	FORCES
703	15	16	It is the marrying off of young girls to older men often close relatives that enfurates me .	AGENT
704	1	0	Husbands marry mothers and teen daughters at the same time .	AGENT
705	1	2	Husbands marry mothers and teen daughters at the same time .	AGENT
706	1	9	Husbands marry mothers and teen daughters at the same time .	MANNER
707	2	1	The doctor begs them to stop intermarrying but they say they have to keep the blood pure .	AGENT
708	2	3	The doctor begs them to stop intermarrying but they say they have to keep the blood pure .	NONE
709	3	1	no one was charged for forced marriage , only the beating .	AGENT
710	3	6	no one was charged for forced marriage , only the beating .	NONE
711	1	0	I suppose that it 's damn lucky for the GOP that she is populated with gullible idiots .	AGENT
712	13	11	I suppose that it 's damn lucky for the GOP that she is populated with gullible idiots .	NONE
713	3	1	The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ...	AGENT
714	3	7	The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ...	NONE
715	21	22	The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ...	PATIENT
716	37	36	The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ...	AGENT
717	2	1	A country deserves the leaders it has , my friends ...	AGENT
718	2	4	A country deserves the leaders it has , my friends ...	AGENT
719	3	2	( '' We have three generations of martyrs : grandmothers , mothers , daughters . '' )	AGENT
720	3	5	( '' We have three generations of martyrs : grandmothers , mothers , daughters . '' )	NONE
721	3	1	Family visits were allowed on Thursday nights and Fridays .	NONE
722	3	6	Family visits were allowed on Thursday nights and Fridays .	NONE
723	28	29	'' Every morning and night , the kids , beginning as young as 1 and 2 , had to stand before a poster of Massoud and Maryam , salute them and shout praises to them , '' Nadereh Afshari , a former Mujahedeen deep - believer , told me .	INSTRUMENT
724	31	32	'' Every morning and night , the kids , beginning as young as 1 and 2 , had to stand before a poster of Massoud and Maryam , salute them and shout praises to them , '' Nadereh Afshari , a former Mujahedeen deep - believer , told me .	PATIENT
725	47	38	'' Every morning and night , the kids , beginning as young as 1 and 2 , had to stand before a poster of Massoud and Maryam , salute them and shout praises to them , '' Nadereh Afshari , a former Mujahedeen deep - believer , told me .	AGENT
726	47	48	'' Every morning and night , the kids , beginning as young as 1 and 2 , had to stand before a poster of Massoud and Maryam , salute them and shout praises to them , '' Nadereh Afshari , a former Mujahedeen deep - believer , told me .	AGENT
727	4	0	Afshari , who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war , said that when the German government tried to absorb Mujahedeen children into their education system , the Mujahedeen refused .	AGENT
728	19	0	Afshari , who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war , said that when the German government tried to absorb Mujahedeen children into their education system , the Mujahedeen refused .	AGENT
729	27	29	Afshari , who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war , said that when the German government tried to absorb Mujahedeen children into their education system , the Mujahedeen refused .	NONE
730	37	36	Afshari , who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war , said that when the German government tried to absorb Mujahedeen children into their education system , the Mujahedeen refused .	AGENT
731	5	0	Many of the children were sent to Mujahedeen schools , particularly in France .	AGENT
732	5	8	Many of the children were sent to Mujahedeen schools , particularly in France .	NONE
733	10	1	The Rajavis , Afshari went on to say , '' saw these kids as the next generation 's soldiers .	AGENT
734	10	12	The Rajavis , Afshari went on to say , '' saw these kids as the next generation 's soldiers .	NONE
735	10	18	The Rajavis , Afshari went on to say , '' saw these kids as the next generation 's soldiers .	MANNER
736	1	0	They wanted to brainwash them and control them . ''	AGENT
737	3	4	They wanted to brainwash them and control them . ''	AGENT
738	6	7	They wanted to brainwash them and control them . ''	PATIENT
739	1	0	One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do n't care , or know perfectly well .	AGENT
740	14	7	One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do n't care , or know perfectly well .	AGENT
741	14	17	One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do n't care , or know perfectly well .	FORCES
742	1	0	SPLOID.com cited you on the topic of that priest conviction : http://www.sploid.com/news/2006/05/evil_priest_gui.php	FORCES
743	1	2	SPLOID.com cited you on the topic of that priest conviction : http://www.sploid.com/news/2006/05/evil_priest_gui.php	AGENT
744	1	5	SPLOID.com cited you on the topic of that priest conviction : http://www.sploid.com/news/2006/05/evil_priest_gui.php	NONE
745	2	0	It 's become a guardian of morality -- not church morality ; real morality .	PATIENT
746	1	0	"Praise be : Given the void in responsible behavior among governments , police , educational establishments and religions , the task of guiding our youth down the path of righteousness has fallen to ... Satan """	INSTRUMENT
747	22	24	"Praise be : Given the void in responsible behavior among governments , police , educational establishments and religions , the task of guiding our youth down the path of righteousness has fallen to ... Satan """	PATIENT
748	31	20	"Praise be : Given the void in responsible behavior among governments , police , educational establishments and religions , the task of guiding our youth down the path of righteousness has fallen to ... Satan """	PATIENT
749	4	3	You know , nature hates a void . :)	INSTRUMENT
750	4	6	You know , nature hates a void . :)	INSTRUMENT
751	1	0	i agree , Hmmmmmm .	AGENT
752	1	0	I detect the hissing lisp of the lying serpent in this article .	AGENT
753	1	4	I detect the hissing lisp of the lying serpent in this article .	INSTRUMENT
754	1	11	I detect the hissing lisp of the lying serpent in this article .	NONE
755	1	0	I think the jury 's still out on exactly who did the brainwashing when in regard to the Columbine killers .	AGENT
756	3	2	The last I checked , the Satanists have a long way to go to catch up with the death and destruction dealt out by self - proclaimed ( though false ) Christians .	AGENT
757	7	6	The last I checked , the Satanists have a long way to go to catch up with the death and destruction dealt out by self - proclaimed ( though false ) Christians .	AGENT
758	7	10	The last I checked , the Satanists have a long way to go to catch up with the death and destruction dealt out by self - proclaimed ( though false ) Christians .	NONE
759	1	0	"They trust you and me to be befuddled by their actions , while they "" do as they wilt "" ."	AGENT
760	1	2	"They trust you and me to be befuddled by their actions , while they "" do as they wilt "" ."	AGENT
761	9	4	One man 's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year .	FORCES
762	9	10	One man 's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year .	AGENT
763	12	13	One man 's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year .	INSTRUMENT
764	31	24	One man 's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year .	FORCES
765	31	33	One man 's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year .	PATIENT
766	13	1	In January 1998 Fabio Tollis and Chiara Marino , both just 16 , disappeared .	NONE
767	13	4	In January 1998 Fabio Tollis and Chiara Marino , both just 16 , disappeared .	PATIENT
768	3	2	But their parents refused to accept this .	AGENT
769	5	6	But their parents refused to accept this .	NONE
770	7	1	Michele Tollis , Fabio 's father , began to attend metal concerts and festivals across Europe , handing out leaflets and quizzing Fabio 's friends .	AGENT
771	9	11	Michele Tollis , Fabio 's father , began to attend metal concerts and festivals across Europe , handing out leaflets and quizzing Fabio 's friends .	AGENT
772	17	19	Michele Tollis , Fabio 's father , began to attend metal concerts and festivals across Europe , handing out leaflets and quizzing Fabio 's friends .	INSTRUMENT
773	6	5	During this search , Michele Tollis became convinced that satanism had something to do with his son 's disappearance .	AGENT
774	6	5	"They 're inseparable , "" he says ."	AGENT
775	3	2	"Yeah , I think Jeff wrote on one of his posts here in the past several months : "" To hell with death "" ."	AGENT
776	5	4	"Yeah , I think Jeff wrote on one of his posts here in the past several months : "" To hell with death "" ."	AGENT
777	2	1	( I know , ignorant question ) Then why call them , or any other phonies ' Christians ' , even if they themselves claim the appellation .	NONE
778	24	22	( I know , ignorant question ) Then why call them , or any other phonies ' Christians ' , even if they themselves claim the appellation .	AGENT
